SKILL_20150317_000028	[Grand Griba] Physique, Frappe, propriété{nl}Foudre, Fracas 1 fois	[빅그리바] 물리, 타격, 뇌속성, 1회 강하게 내려치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000029	[Grand Griba] Physique, Frappe, propriété{nl}Foudre, Diffusion de poison 1 fois	[빅그리바] 물리, 타격, 뇌속성, 1회 독무 내뿜기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000030	[Grand Griba] Physique, Frappe, propriété{nl}Foudre, Fracas au sol 1 fois	[빅그리바] 물리, 타격, 뇌속성, 1회 양손으로 바닥 치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000031	[Haming] Physique, Frappe, propriété{nl}Foudre, Frappe à la tête	[하밍] 물리, 타격, 뇌속성, 1타 전방 머리 박치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000032	[Haming] Physique, Frappe, propriété{nl}Foudre, Skill de contre	[하밍] 물리, 타격, 뇌속성, 1타 전방 카운터 스킬	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000033	[Haming] Physique, Frappe, propriété{nl}Foudre, Saut et attaque tournoyante	[하밍] 물리, 타격, 뇌속성, 1타 점프하면서 돌려치기 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000034	[Truffe] Physique, Frappe, propriété Foudre,{nl}Charge du corps	[트리펠리] 물리, 떄리기, 뇌속성, 대기해서 짧게 몸통 박치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000035	[Truffe] Physique, Frappe, Propriété Foudre,{nl}Fracas	[트리펠리] 물리, 떄리기, 뇌속성, 위에서 아래로 내려치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000036	[Truffe] Physique, Frappe, propriété Foudre,{nl}Charge du corps	[트리펠리] 물리, 떄리기, 뇌속성, 대기해서 몸통 박치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000037	[Slime_Dark] Physique, Frappe, Propriété{nl}Ténèbres, Coup de Tête	[다크슬라임] 물리, 타격, 암속성, 1회 박치기 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000038	[Slime_Dark] Physique, Frappe, propriété{nl}Ténèbres, attaque 1 fois	[다크슬라임] 물리, 타격, 암속성, 1회 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000039	[Kepa] Physique, Frappe, Propriété Poison,{nl}Zone d'Effet Conique	[케파] 물리, 타격, 독속성, 전방 부채꼴	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000040	[Kepa Dépendant] Attaque Normale, Zone{nl}d'Effet Conique	[중독된 케파] 일반 공격, 전방 부채꼴	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000041	[Vieux Kepa] Physique, Frappe, Propriété{nl}Terre, Émission de Fumée	[늙은케파] 물리, 타격, 땅속성, 1회 연기 뿜기 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000042	[Thornball] Physique, Percée, propriété{nl}Poison, Zone d'effet conique	[던볼] 물리, 찌르기, 독속성 전방 부채꼴 몸통 공격				
SKILL_20150317_000043	[Matsum] Physique, Frappe, Propriété Feu,{nl}Zone d'Effet Conique	[메슘] 물리, 타격, 화속성, 전방 부채꼴	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000044	[Sakmoli] Magie, Frappe, propriété Glace,{nl}Attaque normale 1 fois	[사크몰리] 매직, 타격, 수속성. 1회 일반 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000045	[Sakmoli] Magie, Frappe, propriété Glace,{nl}Attaque normale 1 fois	[사크몰리] 매직, 타격, 수속성, 1회 일반 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000046	[Jukopus] Physique, Frappe, Propriété Terre,{nl}Charge du Corps	[유코푸스] 물리, 타격, 땅속성, 1타 전방 몸통 박치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000047	[Jukopus] Physique, Frappe, propriété Terre,{nl}Saut et charge du corps	[유코푸스] 물리, 타격, 땅속성, 1타 전방 점프하여 몸통 박치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000048	[Bushspider Rouge] Saut et Fracas	[붉은 크루마보] 점프해서 내려찍기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000049	[Bushspider Rouge] Attaque Normale, Zone{nl}d'Effet Conique	[붉은 크루마보] 일반 공격, 전방 부채꼴	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000050	[Bébé Dionia] Attaque Normale, Zone d'Effet{nl}Conique	[디오니아 새끼] 일반 공격, 전방 부채꼴	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000051	[Mini Griba] Physique, Frappe, propriété{nl}Poison, Coup de poing	[미니그리바, 초록 그리바] 물리, 타격, 독속성, 1회 원 펀치	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000052	[Mini Griba] Physique, Frappe, propriété{nl}Poison, Enchaînement un-deux	[미니그리바, 초록 그리바] 물리, 타격, 독속성, 2회 원투 펀치	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000053	[Mini Griba] Physique, Frappe, propriété{nl}Poison, Frappe à deux mains	[미니그리바, 초록 그리바] 물리, 타격, 독속성, 1회 양손으로 치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000054	[Griba] Physique, Frappe, attaque de{nl}propriété Glace 1 fois	[푸른 빅 그리바] 물리, 타격, 수속성 1회 공격				
SKILL_20150317_000055	[Griba] Magie, Magie, attaque de propriété{nl}Glace 1 fois	[푸른 빅 그리바] 매직, 매직, 수속성 1회 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000056	[Vieux Kepa] Attaque Normale, Zone d'Effet{nl}Conique	[늙은케파] 일반 공격, 전방 부채꼴	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000057	[Fantôme d'arbre] Frappe à une main	[나무유령] 한손으로 타격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000058	[Fantôme d'arbre] Claque à deux mains	[나무유령] 양손으로 박수치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000059	[Fantôme d'arbre] Piétine le sol	[나무유령] 바닥을 내려치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000060	[Cockatrice] Magie, Magie, propriété Feu,{nl}Émission de feu 3 fois	[코카트리스] 매직, 매직, 화속성, 3회 불 뿜어내기 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000061	[Zinute] Physique, Percée, propriété Feu,{nl}attaque 1 fois	[지누테] 물리 찌르기 화속성 1회 공격				
SKILL_20150317_000062	[Zinute] Physique, Taille, propriété Feu,{nl}attaque 1 fois	[지누테] 물리 베기 화속성 1회 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000063	[Tontulia] Physique, Frappe, propriété{nl}Foudre, attaque 1 fois	[톤투리아] 물리 타격 전기속성 1회 공격				
SKILL_20150317_000064	[Tontulia] Physique, Frappe, propriété{nl}Foudre, attaque 2 fois	[톤투리아] 물리 떄리기 전기속성 2회 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000065	[Tontus] Frappe physique, attaque de{nl}propriété Poison 2 fois	[톤투스] 물리 떄리기, 독속성 2회 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000066	[Tontus] Percée physique, attaque de{nl}propriété Poison 1 fois	[톤투스] 물리 찌르기, 독속성 1회 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000067	[Tontus] Frappe physique, attaque de{nl}propriété Poison 1 fois	[톤투스] 물리 떄리기, 독속성 1회 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000068	[Vekarabe] Physique, Percée, propriété{nl}Poison, attaque de Percée frontale	[베카라베] 물리, 찌르기, 독속성, 전방 1회 찌르기 공격				
SKILL_20150317_000069	[Vekarabe] Physique, Percée, propriété{nl}Poison, attaque de Percée ascendante vers{nl}l'avant	[베카라베] 물리, 찌르기, 독속성, 전방 1회 올려찌르기 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000070	[Geppetto] Frappe physique, attaque de{nl}propriété Terre 2 fois	[제페토] 물리 타격, 땅속성 2회 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000071	[Geppetto] Frappe physique, attaque de{nl}propriété Terre 1 fois	[제페토] 물리 타격, 땅속성 1회 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000072	[Geppetto] Frappe physique, attaque de{nl}propriété Terre 1 fois	[제페토] 물리 떄리기, 땅속성 1회 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000073	[Boowook] Physique, Frappe, attaque de{nl}propriété Terre 1 fois	[부우크] 물리, 타격, 땅속성 1회 공격				
SKILL_20150317_000074	[Boowook] Physique, Frappe, attaque de{nl}piétinement de propriété Terre 1 fois,	[부우크] 물리, 타격, 땅속성 두발 내려치기 1회 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000075	[Desmodus] Physique, Percée, Coup de{nl}Queue de Propriété Ténèbres	[데스모두스] 물리, 찌르기, 암속성 꼬리로 타격				
SKILL_20150317_000076	[Desmodus] Physique, Percée, Coup de{nl}Corps de Propriété Ténèbres	[데스모두스] 물리, 찌르기, 암속성 몸통으로 타격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000077	[Pino] Coup physique, attaque de propriété{nl}Terre 1 fois	[피노] 물리 타격, 땅속성 1회 공격				
SKILL_20150317_000078	[Chou-fleur] Physique, Percée, propriété{nl}Poison, fracas de tentacule	[콜리플라워] 물리, 찌르기, 독속성, 1타 촉수로 내려치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000079	[Chou-fleur] Physique, Percée, propriété{nl}Poison, transpercement de tentacule	[콜리플라워] 물리, 찌르기, 독속성, 1타 촉수로 후려치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000080	[Chou-fleur] Physique, Percée, propriété{nl}Poison, Fracas au sol	[콜리플라워] 물리, 찌르기, 독속성, 바닥을 내려치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000081	[Insecte-casque] Physique, Percée, propriété{nl}Terre, attaque 1 fois	[투구벌레] 물리, 찌르기, 땅속성, 1회 공격				
SKILL_20150317_000082	[Insecte-casque] Attaque Normale 2	[투구벌레]일반공격2	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000083	[Mage Bikaaras] Magie, Magie, propriété Feu,{nl}attaque 1 fois	[비카라스 메이지] 매직, 매직, 화속성, 1회 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000084	[Mage Bikaaras] Physique, Taille, propriété{nl}Feu, attaque 1 fois	[비카라스 메이지] 물리, 베기, 화속성, 1회 공격				
SKILL_20150317_000085	[Vikaras] Physique, Taille, propriété Feu,{nl}attaque 1 fois	[비카라스] 물리, 베기, 화속성, 1회 공격				
SKILL_20150317_000086	[Vikaras] Physique, Taille, propriété Feu,{nl}Fracas au sol 1 fois	[비카라스] 물리, 베기, 화속성, 1회 바닥 내려치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000087	[Chinency Mutant] Attaque Normale, Missile{nl}Frontal	[변이 치넨시] 일반 공격, 전방 미사일	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000088	[Zinute] Coup à une main	[지누테] 한손으로 타격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000089	[Zinute] Claque à deux mains	[지누테] 양손으로 박수치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000090	[Zinute] Fracas au Sol	[지누테] 바닥을 내려치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000091	[Lauzinute] Physique, Percée, attaque de{nl}propriété Feu 1 fois	[라우지누테] 물리, 찌르기, 화속성 1회 공격				
SKILL_20150317_000092	[Lauzinute] Physique, Percée, attaque{nl}tournoyante de propriété Feu	[라우지누테] 물리, 찌르기, 화속성 회전 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000093	[Dandel] Physique, Percée, propriété Foudre,{nl}attaque 1 fois	[단델] 물리 찌르기 뇌속성 1회 공격				
SKILL_20150317_000094	[Rusrat] Physique, Taille, attaque de{nl}propriété Foudre 2 fois	[러스라트] 물리, 베기, 뇌속성 2회 공격				
SKILL_20150317_000095	[Rusrat] Physique, Taille, attaque de{nl}propriété Foudre 1 fois	[러스라트] 물리, 베기, 뇌속성 1회 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000096	[Medakia] Physique, Taille, attaque de{nl}propriété Ténèbres 1 fois	[메다키아] 물리, 베기, 암속성 1회 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000097	[Medakia] Magie, Magie, attaque de propriété{nl}Ténèbres 1 fois	[메다키아] 매직, 매직, 암속성 1회 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000098	[Medakia] Fracas au Sol	[메다키아] 바닥을 내려치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000099	[Wheelen] Claque à deux mains	[휠렌] 양손으로 박수치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000100	[Mauros] Physique, Frappe, attaque de{nl}propriété Ténèbres 1 fois	[마우로스] 물리, 타격, 암속성 1회 공격				
SKILL_20150317_000101	[Mauros] Physique, Frappe, attaque de fracas{nl}de propriété Ténèbres 1 fois	[마우로스] 물리, 타격, 암속성 1회 내려치기 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000102	[Sauga] Physique, Frappe, propriété Terre,{nl}attaque 1 fois	[사우가] 물리 타격 땅속성 1회 공격				
SKILL_20150317_000103	[Sauga] Physique, Frappe, Fracas au Sol de{nl}Propriété Terre	[사우가] 물리, 타격, 땅속성 바닥을 내려치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000104	Attaque normale de Citrouille.	호박 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000105	Attaque 2	공격2				
SKILL_20150317_000106	Attaque normale de Citrouille 2.	호박 일반 공격2.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000107	Attaque normale de [Prêtre Saurman].	[사우르맨 사제] 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000108	Skills	스킬				
SKILL_20150317_000109	Skills de [Prêtre Saurman].	[사우르맨 사제] 스킬.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000110	Attaque normale de Saurman.	사우르맨 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000111	Attaque normale de Saurman 2.	사우르맨 일반 공격2.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000112	Attaque normale de Fantôme de garçon.	소년 유령 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000113	Skills de Fantôme de garçon.	소년 유령 스킬.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000114	Attaque normale de Fantôme d'oncle.	아저씨 유령 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000115	Skills de Fantôme d'oncle.	아저씨 유령 스킬.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000116	Attaque normale de Goble d'élite.	고블엘리트 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000117	Attaque normale de Goble d'élite 2.	고블엘리트 일반 공격2.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000118	Attaque normale de Zombie à vis.	나사 좀비 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000119	Attaque normale de Zombie à vis 2.	나사 좀비 일반 공격2.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000120	Attaque normale de Zombie berserker.	광전사 좀비 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000121	Attaque normale de Zombie-chandelle.	양초 좀비 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000122	Attaque normale d'Archer zombie.	좀비 궁수 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000123	[Vubbe supérieur] Physique, Taille,{nl}propriété Eau, attaque normale	[하이 부베] 물리, 베기, 수속성, 1회 일반 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000124	[Archer Vubbe supérieur] À distance, Percée,{nl}propriété Eau, attaque normale	[하이 부베 궁수] 원거리, 찌르기, 수속성, 1회 일반 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000125	Attaque normale de Fantôme de fille.	소녀 유령 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000126	Skills de Fantôme de fille.	소녀 유령 스킬.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000127	Attaque normale de Fantôme de madame.	아줌마 유령 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000128	Skills de Fantôme de madame.	아줌마 유령 스킬.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000129	Attaque normale de Globe oculaire de Mirtis.	미르티스눈알 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000130	Attaque normale de Globe oculaire de Mirtis{nl}2.	미르티스눈알 일반 공격2.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000131	Attaque normale de Spectre d'élite.	스펙터여 엘리트 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000132	Attaque normale de Spectre d'élite 2.	스펙터여 엘리트 일반 공격2.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000133	[Chinency] Physique, Frappe, propriété{nl}Terre, coup unique avant-arrière	[치넨시] 물리, 타격, 땅속성, 1타 전방 돌려치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000134	[Popolion] Physique, Frappe, Propriété Terre,{nl}Coup de Tête	[포포리온] 물리, 타격, 땅속성, 1타 전방 머리로 내려치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000135	[Popolion] Physique, Frappe, propriété{nl}Terre, attaque d'onde sonique	[포포리온] 물리, 타격, 땅속성, 1타 전방 음파 날리기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000136	[Chinency à distance] Attaque normale,{nl}projectile frontal	[원거리 치넨시] 일반 공격, 전방 미사일	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000137	[Chinency à distance] Skill 1, projectile{nl}frontal, provoque un recul	[원거리 치넨시] 스킬1, 전방 미사일, 넉백 유발	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000138	[Chupacabra] Physique, Frappe, Propriété{nl}Terre, Coup de Tête	[츄파카브라] 물리, 타격, 땅속성, 1타 전방 머리 박치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000139	[Chupacabra] Physique, Frappe, propriété{nl}Terre, saut et piétinement	[츄파카브라] 물리, 타격, 땅속성, 1타 전방 점프하여 두다리로 내려치기	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000140	[Chupacabra] Attaque normale de Chupa 3	[츄파카브라] 츄파 일반 공격3	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000141	[Chupacabra] Attaque normale de Chupa 4	[츄파카브라] 츄파 일반 공격4	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000142	Attaque normale de Spectre.	스펙터여 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000143	Attaque normale de Woodspirit.	우드스피릿 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000144	Attaque normale de Woodspirit 2.	우드스피릿 일반 공격2.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000145	Attaque normale de garde.	간수 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000146	Attaque normale de garde 2.	간수 일반 공격2.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000147	Grande explosion	대폭발				
SKILL_20150317_000148	Grande explosion (défense)	대폭발(Defense)	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000149	Attaque normale de tourelle{nl}unidirectionnelle.	일방향터렛 일반 공격.				
SKILL_20150317_000150	[Ridimed] Physique, Coup, propriété Poison,{nl}attaque 1 fois	[리디메드] 물리, 타격, 독속성, 1회 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000151	Attaque de Combattant gobelin.	고블린 파이터 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000152	Attaque normale de Buisson épineux.	가시덤불 일반 공격.				
SKILL_20150317_000153	[Soldats de combat] Attaque des combattants	[전투병] 전투원 공격	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000154	[Soldats de combat] Attaque des combattants{nl}2	[전투병] 전투원 공격2	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000155	Skill d'Archer zombie.	좀비 궁수 스킬.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
SKILL_20150317_000156	Attaque normale de Zombie en fauteuil{nl}roulant.	휠체어 좀비 일반 공격.	SKILL_20150317_000020	Attaque Normale de Base	베이직 일반 공격	
