QUEST_LV_0300_20150717_000016	Vérifier le Fonctionnement du Détecteur (3) 	탐지기 작동 점검(3)				
QUEST_LV_0300_20150717_000017	Vérifier le Fonctionnement du Détecteur (4)	탐지기 작동 점검(4)				
QUEST_LV_0300_20150717_000018	À Propos de la Guidance des Âmes	영혼의 인도에 대해				
QUEST_LV_0300_20150717_000019	Réparer le Détecteur de Pétrification	탐지기를 수리 하는 중				
QUEST_LV_0300_20150717_000020	Réparation/MAKING/3/TRACK_AFTER/None	수리 중/MAKING/3/TRACK_AFTER/None				
QUEST_LV_0300_20150717_000021	Vérifier le Fonctionnement du Détecteur (5)	탐지기 작동 점검(5)				
QUEST_LV_0300_20150717_000022	Réparation/MAKING/3/TRACK_BEFORE	수리 중/MAKING/3/TRACK_BEFORE/None				
QUEST_LV_0300_20150717_000023	Notice/!/L'une des pièces n'est pas bien fixée{nl}Il vous faudra quelque chose comme une ficelle pour{nl}l'attacher en place !#5	Notice/!/부품이 잘 고정되지 않습니다{nl}끈 같은 것이 필요할 것 같습니다!#5				
QUEST_LV_0300_20150717_000024	Notice/!/Vous devez trouver une ficelle.#5	Notice/!/끈을 구해와야 합니다#5				
QUEST_LV_0300_20150717_000025	Pour Guider les Âmes	영혼의 인도를 위해				
QUEST_LV_0300_20150717_000026	Vous pouvez souffler à présent	이제 안심해도 된다고 한다				
QUEST_LV_0300_20150717_000027	Examen du Dispositif/LOOK/2/TRACK_BEFORE/None	장치를 살펴 보는 중/LOOK/2/TRACK_BEFORE/None				
QUEST_LV_0300_20150717_000028	Notice/!/Quand vous touchez le dispositif, vous avez l'impression que votre âme est aspirée !{nl}Vous vous sentez de plus en plus faible !	Notice/!/장치를 만지자 영혼이 빠져 나가는 기분입니다!{nl}점점 기운이 없어지고 있습니다!				
QUEST_LV_0300_20150717_000029	Notice/!/Vous vous sentez revigoré.#5	Notice/이제 기운을 차릴 수 있을 것 같습니다#5				
QUEST_LV_0300_20150717_000030	Son Unique Désir (1)	바라는 것은 오직(1)				
QUEST_LV_0300_20150717_000031	À Propos de la Raison de Son Désir de Mort	죽음을 바라는 이유에 대해				
QUEST_LV_0300_20150717_000032	Son Unique Désir (3)	바라는 것은 오직(3)				
QUEST_LV_0300_20150717_000033	Son Unique Désir (2)	바라는 것은 오직(2)				
QUEST_LV_0300_20150717_000034	Se Rendre Auprès du Maître Clerc	클레릭 마스터에게 가 본다고 한다				
QUEST_LV_0300_20150717_000035	Vous ne Pouvez Plus Travailler Ensemble	이제 협조할 수 없다				
QUEST_LV_0300_20150717_000036	Détruire le Terminal (1)	단말기 파괴(1)				
QUEST_LV_0300_20150717_000037	À Propos de l'Unité Centrale et du Terminal	본체와 단말기에 대해				
QUEST_LV_0300_20150717_000038	Notice/Évitez les attaques des monstres et détruisez le terminal !#5	Notice/!/몬스터의 공격을 피해 단말기를 파괴하세요!#5				
QUEST_LV_0300_20150717_000039	Détruire le Terminal (2)	단말기 파괴(2)				
QUEST_LV_0300_20150717_000040	Embrasement de la poudre explosive/FIRE/2/TRACK_BEFORE/None	폭약가루를 놓고 점화하는 중/FIRE/2/TRACK_BEFORE/None				
QUEST_LV_0300_20150717_000041	Notice/Le terminal a été détruit dans l'explosion !#5	Notice/단말기가 폭발하면서 사라졌습니다!#5				
QUEST_LV_0300_20150717_000042	Détruire le Terminal (3)	단말기 파괴(3)				
QUEST_LV_0300_20150717_000043	Et le Repos Éternel (1)	그리고 영원한 안식(1)				
QUEST_LV_0300_20150717_000044	Si Vous Avez des Dernières Paroles	마지막으로 할 말이 있다면				
QUEST_LV_0300_20150717_000045	Et le Repos Éternel (2)	그리고 영원한 안식(2)				
QUEST_LV_0300_20150717_000046	Placement de l'Orbe/MAKING/3/TRACK_BEFORE/None	오브를 설치 하는 중/MAKING/3/TRACK_BEFORE/None				
QUEST_LV_0300_20150717_000047	Et le Repos Éternel (3)	그리고 영원한 안식(3)				
QUEST_LV_0300_20150717_000048	Salutations	인사한다				
QUEST_LV_0300_20150717_000049	Notice/Il semble que le vœu de Svitrigaila ait été exaucé#5	Notice/쉬트리가일라가 원하는 것이 이루어 진 것 같습니다#5				
QUEST_LV_0300_20150717_000050	Examiner le Détecteur	탐지기 작동 점검				
QUEST_LV_0300_20150717_000051	Parler à Kupole Meile	큐폴 메일레와 대화				
QUEST_LV_0300_20150717_000052	Parler à la Kupole que vous avez sauvée du gel pétrifiant.	석화서리로부터 구해 준 큐폴과 대화해 보세요.				
QUEST_LV_0300_20150717_000053	Examiner les Détecteurs de Pétrification	석화 탐지기들을 살펴 보기	QUEST_LV_0200_20150714_008215	Examiner le Détecteur de Pétrification	석화 탐지기 확인	
QUEST_LV_0300_20150717_000054	Vérifiez les détecteurs dans les zones où vous n'êtes pas encore allé pour aider Kupole Meile à guider les âmes en sûreté loin du gel pétrifiant.	큐폴 메일레가 석화서리로부터 안전하게 영혼들을 인도할 수 있도록 이 지역의, 아직 가보지 않은 곳의 탐지기를 모두 점검 하세요.				
QUEST_LV_0300_20150717_000055	Retourner Voir Kupole Meile	큐폴 메일레에게 돌아가기				
QUEST_LV_0300_20150717_000056	Vous avez vérifié les 4 détecteurs sauf celui de l'entrée. Retournez maintenant voir Kupole Meile.	입구 쪽에 있던 탐지기를 제외한 4개의 탐지기를 모두 조사했습니다. 이제 큐폴 메일레에게 돌아가서 상황을 전해 주세요.				
QUEST_LV_0300_20150717_000057	Vous avez quelque chose à dire sur la réactivation du détecteur défaillant. Reparlez à Kupole Meile.	고장난 탐지기를 다시 작동 시키기 위해 전할 말이 있습니다. 큐폴 메일레와 다시 대화하세요.				
QUEST_LV_0300_20150717_000058	Rencontrer le Garde de l'Armée Royale Retia	왕국군 레티아 만나기				
QUEST_LV_0300_20150717_000059	Kupole a dit que l'armée royale avait installé les détecteurs de pétrification. Retrouvez Retia, garde de l'armée royale, à la Place de Verkti.	석화탐지기를 설치 한 것은 왕국군이라는 큐폴의 말에 따라 베르크티 광장의 왕국군 장교 레티아를 찾아가 봅시다.				
QUEST_LV_0300_20150717_000060	Parler encore un peu avec le garde de l'armée royale Retia du détecteur défaillant à la Forteresse côtière.	연안요새의 작동하지 않는 석화탐지기에 대해 왕국군 레티아와 대화를 더 나눠보세요.				
QUEST_LV_0300_20150717_000061	Trouver une pièce pour le détecteur de pétrification	석화 탐지기 부품 구하기				
QUEST_LV_0300_20150717_000062	Écoutez Retia, garde de l'armée royale, et cherchez les soldats qui ont été dépêchés à la Forteresse côtière. S'il leur est arrivé quelque chose, vous devrez récupérer la pièce du détecteur sur leurs corps. Essayez aussi de chasser les monstres de la zone.	왕국군 레티아의 말에 따라, 연안요새로 파견 나간 병사들을 찾아 봅시다. 혹시라도 그들이 사고를 당했다면 시신에서라도 부품을 얻어야 할 것입니다. 또는 그 주변의 몬스터들도 사냥 해 봅시다.				
QUEST_LV_0300_20150717_000063	Rencontrer Kupole Meile	큐폴 메일레 만나기				
QUEST_LV_0300_20150717_000064	Malheureusement, les soldats de l'armée royale n'ont pas survécu, mais vous avez pu récolter toutes les pièces nécessaires au détecteur. Allez maintenant raconter à Kupole ce qui s'est passé, puis allez réparer le détecteur de pétrification.	왕국군 병사들은 안타깝게도 변을 당했지만 부품들은 무사히 모두 구했습니다. 이제 석화탐지기를 수리하러 가기 전에 이 사실을 큐폴에게 알려 주세요.				
QUEST_LV_0300_20150717_000065	Avant d'aller réparer le détecteur de pétrification, parlez à Kupole Meile de la situation actuelle.	석화 탐지기를 수리하러 가기 전에, 이런 상황에 대해 큐폴 메일레와 대화 해 봅시다.				
QUEST_LV_0300_20150717_000066	Réparer le Détecteur de Pétrification	석화 탐지기 수리				
QUEST_LV_0300_20150717_000067	Réparer le premier détecteur de pétrification qui ne fonctionnait pas.	작동하지 않았던 첫 번째 석화 탐지기를 수리 하세요.				
QUEST_LV_0300_20150717_000068	Vous avez vaincu tous les monstres qui se sont mis à attaquer quand vous avez tenté de réparer le détecteur de pétrification. Vous pouvez maintenant reprendre tranquillement la réparation du détecteur de pétrification.	석화 탐지기를 수리 하려고 하자 달려 든 몬스터들을 모두 물리쳤습니다. 이제 안심하고 석화 탐지기를 수리 할 수 있을 것 같습니다.				
QUEST_LV_0300_20150717_000069	Réparer le Troisième Détecteur de Pétrification	세 번째 석화 탐지기 수리				
QUEST_LV_0300_20150717_000070	Allez maintenant réparer le troisième détecteur de pétrification.	이제 세 번째 석화 탐지기를 수리하러 가세요.				
QUEST_LV_0300_20150717_000071	Trouver la Ficelle d'Attache	고정할 끈 구하기				
QUEST_LV_0300_20150717_000072	Il vous faudra de la ficelle pour attacher et fixer la pièce au détecteur. Essayez d'en prendre sur les monstres.	탐지기의 부품을 달고 잘 고정 시켜 줄 노끈이 필요 할 것 같습니다. 몬스터들로부터 구해 봅시다.				
QUEST_LV_0300_20150717_000073	Vous avez récolté assez de ficelle pour fixer la pièce. Réparez maintenant le troisième détecteur de pétrification.	고정 할 끈을 모두 구했습니다. 이제 세 번째 석화 탐지기를  수리 하세요.				
QUEST_LV_0300_20150717_000074	Chasser des monstres et récolter %s	몬스터를 사냥하여 %s 구하기	QUEST_LV_0200_20150317_002484	Récolter %s auprès des monstres	몬스터에게서 %s 수집	
QUEST_LV_0300_20150717_000075	Chasser des monstres et récolter de la ficelle	몬스터를 사냥하여 노끈 구하기				
QUEST_LV_0300_20150717_000076	Aller faire savoir à Kupole Meile que vous avez réparé tous les détecteurs de pétrification.	석화 탐지기를 모두 수리했습니다. 이 사실을 큐폴 메일레에게 알려 주세요.				
QUEST_LV_0300_20150717_000077	Examiner le Dispositif Mystérieux	수상한 장치 살펴 보기				
QUEST_LV_0300_20150717_000078	En approchant du dispositif inconnu, vous vous sentez étrangement attiré par lui et ne pouvez vous empêcher d'avancer. Que peut bien être ce dispositif ? Peut-être le découvririez-vous en essayant d'y toucher ?	알 수 없는 장치에 다가가면 무언가에 이끌리듯이 그 앞으로 이동하게 됩니다. 과연 이 장치는 무엇일까요. 만져 보면 알 수 있지 않을까요?				
QUEST_LV_0300_20150717_000079	Trouver Svitrigaila	쉬트리가일라 찾아 가기				
QUEST_LV_0300_20150717_000080	Vous vous sentez de plus en plus faible, comme si votre âme se vidait de votre corps. Trouvez quelqu'un qui puisse vous tirer de cette situation.	영혼이 빠져 나가고 있는 것인지, 점점 기운이 없어지는 것 같습니다. 이 상황을 풀어 줄 누군가를 찾아 보세요.				
QUEST_LV_0300_20150717_000081	Son Unique Désir	바라는 것은 오직				
QUEST_LV_0300_20150717_000082	Parler à Svitrigaila	쉬트리가일라와 대화				
QUEST_LV_0300_20150717_000083	Il semble que vous allez devoir écouter l'histoire de Svitrigaila.	아무래도 쉬트리가일라의 사연을 들어봐야 할 것 같습니다.				
QUEST_LV_0300_20150717_000084	Rassembler les Herbes Vénéneuses	독초 구하기				
QUEST_LV_0300_20150717_000085	Svitrigaila vous dit qu'en tant que Révélateur, ce ne serait pas mal de l'aider à se suicider, et il vous demande de récolter des herbes vénéneuses pour lui.	쉬트리가일라는 계시자로서 자신의 죽음에 도움을 주는 것도 나쁘지 않을 것이라면서 독초를 구해다 달라고 하고 있습니다. 그가 말한 곳으로 가서 독초를 구해 오세요.				
QUEST_LV_0300_20150717_000086	Donner les Herbes Vénéneuses à Svitrigaila	쉬트리가일라에게 독초 갖다 주기				
QUEST_LV_0300_20150717_000087	Vous avez récolté toutes les herbes vénéneuses que Svitrigaila vous a demandées. Retournez maintenant voir Svitrigaila et donnez-lui les herbes vénéneuses que vous avez récoltées.	쉬트리가일라가 말한 독초를 모두 구한 것 같습니다. 이제 돌아가 이 독초들을 쉬트리가일레에게 전해 주세요.				
QUEST_LV_0300_20150717_000088	Parler au Maître Clerc pour obtenir l'eau bénite dont Svitrigaila a besoin.	쉬트리가일라에게 필요한 성수를 얻기 위해 클레릭 마스터와 대화 하세요.				
QUEST_LV_0300_20150717_000089	Retourner Voir Svitrigaila	쉬트리가일라에게 돌아가기				
QUEST_LV_0300_20150717_000090	Le Maître Clerc a obstinément refusé votre requête. C'est fâcheux. Enfin bref, allez raconter à Svitrigaila ce qui s'est passé.	클레릭 마스터는 완강하게 거절 했습니다. 아쉽지만 어쨌든 이 사실을 쉬트리가일라에게 전해 주세요.				
QUEST_LV_0300_20150717_000091	Vous avez donné les herbes vénéneuses à Svitrigaila, et il semble qu'il les ait mangées, mais vous ne voyez aucun changement chez lui. Essayez de lui reparler.	쉬트리가일라에게 독초를 건네주었고, 그가 그 독초를 먹는 것 같았지만 효과는 보이지 않습니다. 다시 그에게 말을 걸어 보세요.				
QUEST_LV_0300_20150717_000092	Vu que les herbes vénéneuses n'ont eu aucun effet sur Svitrigaila quand il les a mangées, il doit falloir les mélanger d'abord à de l'eau bénite, puis les manger pour obtenir le résultat voulu. Trouvez le Maître Clerc et obtenez de lui l'eau bénite.	독초를 먹어도 효과가 없자, 아무래도 독초를 성수에 섞어 먹으면 쉬트리가일라가 바라는 바를 이룰 수 있을 것 같습니다. 클레릭 마스터를 찾아 가 성수를 얻어 오세요.				
QUEST_LV_0300_20150717_000093	Détruire le Terminal	단말기 파괴				
QUEST_LV_0300_20150717_000094	Parler encore un peu avec Svitrigaila.	쉬트리가일라와 더 대화해 보세요.				
QUEST_LV_0300_20150717_000095	Détruire le Terminal du Compacteur d'Âmes	영혼 집약 단말기 파괴하기				
QUEST_LV_0300_20150717_000096	Pour aider Svitrigaila, vous devrez détruire le dispositif de compaction des âmes. Il vous faudra d'abord rassembler des outils pour vous aider à détruire le terminal du dispositif de compaction des âmes, puis son unité centrale. Chaque chose en son temps : détruisez le premier terminal.	쉬트리가일라를 도와주기 위해서는 일단 영혼 집약 장치를 파괴 해야 할 것 같습니다. 그 이전에 영혼 집약 장치의 단말기를 차례로 파괴해서 영혼 집약 장치 본체를 파괴할 도구의 재료를 구해야 한다고 합니다. 먼저 첫 번째 단말기를 파괴 하세요.				
QUEST_LV_0300_20150717_000097	Informer Svitrigaila	쉬트리가일라에게 알려 주기				
QUEST_LV_0300_20150717_000098	Vous avez détruit le terminal. Et vous avez récupéré le noyau du terminal avec succès. Donnez le noyau à Svitrigaila.	단말기를 파괴 했습니다. 또한 단말기의 핵도 무사히 구했습니다. 이 핵을 쉬트리가일라에게 전해 주세요.				
QUEST_LV_0300_20150717_000099	Détruire le terminal et récupérer son noyau	단말기를 파괴하고 핵 구하기				
QUEST_LV_0300_20150717_000100	Demander à Svitrigaila comment détruire le terminal de la zone suivante.	두 번째 지역의 단말기를 파괴 하기 위해서는 어떻게 해야 하는지 쉬트리가일라와 이야기 해 보세요.				
QUEST_LV_0300_20150717_000101	Gratter et récolter les particules de pétrification	석화물 가루 긁어 모으기				
QUEST_LV_0300_20150717_000102	D'après Svitrigaila, vous devez amplifier la puissance de la poudre explosive afin de détruire le prochain terminal, et pour cela, il vous faudra gratter et récolter des particules sur les objets pétrifiés de cette zone.	쉬트리가일라의 말에 따라, 단말기를 파괴 하기 위한 폭약가루의 효과 증폭을 위한 재료로 그 일대의 석화물에서 석화가루를 긁어 모아 봅시다.				
QUEST_LV_0300_20150717_000103	Faire sauter le terminal	단말기 폭파하기				
QUEST_LV_0300_20150717_000104	Utilisez la poudre explosive que Svitrigaila vous a donnée et les particules de pétrification que vous avez récoltées pour faire sauter le second terminal.	쉬트리가일라가 준 폭약가루와 채취한 석화물 가루로 두 번째 단말기를 폭파 시키세요.				
QUEST_LV_0300_20150717_000105	Demander à Svitrigaila ce qu'il faut faire pour détruire le terminal suivant.	다음 단말기를 파괴 하기 위해 어떻게 해야 하는지 쉬트리가일라와 대화해 보세요.				
QUEST_LV_0300_20150717_000106	Détruire le Terminal	단말기 파괴 하기				
QUEST_LV_0300_20150717_000107	Svitrigaila dit que le troisième terminal sera assommé si quelque chose s'en approche. Récupérez le noyau sur les monstres pétrifiés alentour et lancez-le sur le terminal pour le détruire.	쉬트리가일라의 말 대로 세 번째 단말기에 접근하면 넉다운 됩니다. 세 번째 단말기 근처의 석화 된 몬스터로부터 코어를 구해 단말기를 향해 던져서 단말기를 파괴 하세요.				
QUEST_LV_0300_20150717_000108	Et le Repos Éternel	그리고 영원한 안식				
QUEST_LV_0300_20150717_000109	Maintenant que vous vous êtes débarrassé de tous les terminaux, retournez voir Svitrigaila.	단말기들을 모두 없앴으니, 이제 쉬트리가일라에게 돌아가 보세요.				
QUEST_LV_0300_20150717_000110	Trouver les matériaux pour fabriquer l'orbe magique	마법 오브의 재료 구하기				
QUEST_LV_0300_20150717_000111	Svitrigaila vous a donné un manuel pour créer un orbe magique capable de libérer les âmes prisonnières du Compacteur d'âmes. Rassemblez les matériaux de fabrication nécessaires que Svitrigaila  n'a pas pu obtenir des monstres puis utilisez le manuel pour fabriquer l'orbe de Svitrigaila.	쉬트리가일라로부터 영혼 집약 장치에서 영혼을 모두 빠져 나가게 할 오브를 만들 수 있는 제작서를 받았습니다. 쉬트리가일라가 미쳐 구하지 못한 재료를 몬스터로부터 구한 뒤 제작서를 사용하여 쉬트드가일라의 마법 오브를 만들어 보세요.				
QUEST_LV_0300_20150717_000112	Détruire le Compacteur d'Âmes	영혼 집약 장치 파괴하러 가기				
QUEST_LV_0300_20150717_000113	Vous avez fabriqué l'orbe de Svitrigaila. Apportez maintenant l'orbe au compacteur d'âmes.	쉬트리가일라의 마법 오브를 만들었습니다. 이제 오브를 영혼 집약 장치에 가져가세요.				
QUEST_LV_0300_20150717_000114	Détruire le Compacteur d'Âmes	영혼 집약 장치 파괴				
QUEST_LV_0300_20150717_000115	Détruire le compacteur d'âmes avec l'orbe de Svitrigaila.	쉬트리가일라의 오브를 가지고, 영혼 집약 장치를 파괴 하세요.				
QUEST_LV_0300_20150717_000116	Une fois l'orbe de Svitrigaila posé, les monstres se sont déchaînés et ont foncé sur vous ! {nl}Repoussez les monstres !	쉬트리가일라의 오브를 설치 했더니, 엄청난 반응을 일으키면서 몬스터들이 몰려들었습니다! 몬스터들을 물리치세요!				
QUEST_LV_0300_20150717_000117	Le compacteur d'âmes a été détruit. Retournez maintenant voir Svitrigaila.	영혼 집약 장치가 파괴되었습니다. 이제 쉬트리가일라에게 돌아가 보세요.				
QUEST_LV_0300_20150717_000118	Faire vos derniers adieux à Svitrigaila	쉬트리가일라와 마지막 인사 하기				
QUEST_LV_0300_20150717_000119	Il semble qu'il soit temps d'exaucer le vœu de Svitrigaila.	쉬트리가일라의 소원을 들어 줄  시간인 것 같습니다.				
QUEST_LV_0300_20150729_000120	Si vous m'aidez à mourir, je vous libérerai de cette malédiction.	나의 죽음에 협조하면 그 저주를 풀어 주겠다.				쉬트리가일라
QUEST_LV_0300_20150729_000121	Peu importe ce qui arrive à ce corps que je ne peux pas bouger, ni même fuir. Je veux juste me{nl}reposer un peu.	움직이지도, 떠나지도 못하는 몸 따위 어찌 된 들 무슨 상관인가.{nl}그냥 좀 쉬고 싶을 뿐.				쉬트리가일라
QUEST_LV_0300_20150729_000122	Il vous suffit de rassembler les herbes vénéneuses de la zone au-dessus de nous.	저 위쪽의 독초를 구해 오면 된다.				쉬트리가일라
QUEST_LV_0300_20150729_000123	Cette zone est connue pour ses Bluebane...	이 곳의 풀은 맹독으로 유명하지..				쉬트리가일라
QUEST_LV_0300_20150729_000124	Merci. Laissez-moi essayer de les manger un par un...	고맙네. 하나씩 먹어볼까..				쉬트리가일라
QUEST_LV_0300_20150729_000125	Comme je le craignais... Je suis toujours là. J'ai entendu dire que le Maître Clerc a de l'eau bénite{nl}qui, mêlée à du Bluebane, peut tuer aisément n'importe quel démon.	예상대로.. 그대로군.{nl}클레릭마스터가 들고 있다는 성수에 섞어 먹으면 마족의 몸은 쉽게 죽을 수 있지 않을까.				쉬트리가일라
QUEST_LV_0300_20150729_000126	Le Maître Clerc ! Allez le voir et procurez-vous de l'eau bénite.	클레릭 마스터!{nl}그에게로 가서 성수를 얻어와 주게.				쉬트리가일라
QUEST_LV_0300_20150729_000127	Faites bon voyage jusqu'à Klaipeda.	클라페다까지 무사하길.				쉬트리가일라
QUEST_LV_0300_20150729_000128	... ?{nl}Le gardien des âmes du Quartier de Dingofasil ?{nl}N'est-ce pas un démon ?	..?{nl}딩고파실 지구의 영혼 관리자?{nl}그 자는 마족 아닙니까?				
QUEST_LV_0300_20150729_000129	Vous aidez un démon ?{nl}Je ne me mêlerai pas de vos affaires personnelles, mais en tant que maître au service de la déesse, {nl}je ne peux pas m'impliquer là-dedans. Quittez ce lieu, je vous prie.	계시자님이 마족의 일을 돕고 있다구요?{nl}개인적인 일들이야 관여하지 않겠습니다만, 여신을 섬기는 마스터로서 그 일에 협조할 수는 없습니다. 돌아가 주십시오.				
QUEST_LV_0300_20150729_000130	Je ne me mêlerai jamais de l'œuvre d'un démon.	마족의 일에는 앞으로도 협조하지 않을 것입니다.				클레릭 마스터
QUEST_LV_0300_20150729_000131	Je vois... J'aurais dû m'y attendre... J'étais fou d'espérer autre chose.	과연.. 그러했군..{nl}괜한 기대를 한 것인가.				쉬트리가일라
QUEST_LV_0300_20150729_000132	Si on en arrive là, je suppose que je vais devoir essayer cette méthode maintenant.{nl}Détruire le Compacteur d'âmes qui est ici... Les êtres qui m'ont envoyé ici me l'ont dit.{nl}Le Compacteur d'âmes et moi ne faisons qu'un. Pourquoi ne m'en suis-je pas souvenu jusqu'à maintenant ?	이렇게 되면 이제는 그 방법을 시도 해 봐야겠는걸.{nl}이 곳에 있는 영혼 집약기를 파괴 하는 것..{nl}나를 여기 보낸 이들이 말했지.{nl}나와 영혼 집약기는 하나라고. 왜 그 말을 지금껏 잊고 있었을까.				
QUEST_LV_0300_20150729_000133	Quelque part dans cette zone se trouve un Compacteur d'âmes qui absorbe les âmes humaines.{nl}Il condense leur énergie et l'utilise. C'est un endroit vraiment approprié pour le Compacteur{nl}d'âmes car, même après le passage du gel pétrifiant, il grouille encore de l'activité des Chevaliers{nl}de Kaliss, des pilleurs de tombes et des soldats de l'armée royale.	이 곳 어딘가에 있는 영혼집약기는 인간의 영혼을 흡수하는 장치라네.{nl}그 에너지를 어딘가에 모아서 사용하고 있지.{nl}이렇게 석화서리가 불어오고 난 뒤에도 칼리스 기사단과 도굴꾼들, 왕국군이 활동하는 이 곳은 영혼 집약기가 있기에는 정말 적당한 장소겠지..				마족 쉬트리가일라
QUEST_LV_0300_20150729_000134	{nl}{nl}Quand j'y pense, les êtres qui m'ont envoyé ici ont dû lier ma vie au Compacteur d'âmes pour{nl}que je puisse récolter des âmes pour eux à jamais. Alors si le Compacteur d'âmes est détruit, ne{nl}mourrais-je pas avec lui ?	{nl}{nl}생각해 보면 나를 이 곳에 보낸 이들은 그렇게 영원히 영혼을 모으기 위해 나를 영혼집약기와 생명으로 연결해 놓은 것이 아닐까. 영혼 집약기가 파괴 되면 나도 죽을 수 있지 않을까.				마족 쉬트리가일라
QUEST_LV_0300_20150729_000135	Le Compacteur d'âmes a 3 terminaux dont il absorbe les âmes.{nl}Ce mauvais pressentiment que vous avez eu tout à l'heure était aussi un terminal qui tentait d'absorber votre âme.{nl}Pour l'instant, essayez d'anéantir ces terminaux.	영혼 집약기는 3개의 단말기로부터도 영혼을 흡수하지.{nl}조금 전의 네가 느꼈던 그 나쁜 기운도 단말기가 영혼을 흡수하는 과정이었어.{nl}일단 그 단말기들을 차례로 없애 보도록 하세.				
QUEST_LV_0300_20150729_000136	{nl}Si vous parvenez à détruire un terminal, vous devriez pouvoir en récupérer le noyau.{nl}Vous devez récolter ces noyaux pour fabriquer un orbe qui vous aidera à détruire le Compacteur d'âmes.	{nl}파괴하는데 성공하면 단말기의 핵을 구할 수 있을거야.{nl}그 핵을 모아서 집약기의 파괴를 도와 줄 오브를 만들어야지.				
