ETC_20150317_000001	Kepa	케파				
ETC_20150317_000128	Attaquer ses pattes ne le fera pas tomber.	다리를 공격한다고 쓰러지지 않습니다. 				
ETC_20150317_000129	Sakmoli Vert	초록 사크몰리				
ETC_20150317_000130	Sakmoli Orange	주홍 사크몰리				
ETC_20150317_000131	Sakmoli Noir	검은 사크몰리				
ETC_20150317_000132	Rikaus	리카우스				
ETC_20150317_000133	Apparition Verte	초록 어패리션				
ETC_20150317_000134	Les fantômes affectés par les démons changent souvent d'apparence de cette façon.	마족의 영향을 받은 유령은 이처럼 생김새가 달리지는 일이 많습니다.				
ETC_20150317_000135	Apparition Noire	검은 어패리션				
ETC_20150317_000136	Spectra	스펙트라				
ETC_20150317_000137	Spectra Noir	검은 스펙트라				
ETC_20150317_000138	Contrairement aux autres monstres spectraux, ces monstres étaient souvent des âmes maléfiques même de leur vivant.	다른 먕령류의 몬스터와 달리 이들은 살았을 적에도 사악한 영혼인 경우가 많습니다.				
ETC_20150317_000139	Spectre Géant	대형 스펙터				
ETC_20150317_000140	Spectre de la Tromperie	현혹의 스펙터				
ETC_20150317_000141	Rikaus Vert	초록 리카우스				
ETC_20150317_000142	Spectron	스펙트론				
ETC_20150317_000143	Monarque Spectre	스펙터 군주				
ETC_20150317_000144	Thornball	던볼				
ETC_20150317_000145	Cette graine flottante a muté, perdant son duvet extérieur pour une coquille solide et des épines. Cependant, sa capacité à flotter est restée intacte.	부유형 씨앗이 변이되면서 부유능력은 잃지 않고 솜털은 가시와 단단한 외피로 변형된 몬스터입니다.				
ETC_20150317_000146	Grosse Boule d'Épines	빅던볼				
ETC_20150317_000147	Woodspirit	우드스피릿				
ETC_20150317_000148	Woodspirit Bleu	푸른 우드스피릿				
ETC_20150317_000149	Woodspirit Vert	초록 우드스피릿				
ETC_20150317_000150	Bûcheron	우드맨				
ETC_20150317_000151	Le fait que le Bûcheron ne puisse pas se déplacer est une véritable bénédiction.	우드맨이 움직이지 못하는 점은 큰 축복이라 하겠습니다.				
ETC_20150317_000152	Bûcheron Bleu	푸른 우드맨				
ETC_20150317_000153	Bûcheron Gris	회색 우드맨				
ETC_20150317_000154	Bûcheron Rouge	붉은 우드맨				
ETC_20150317_000155	Slime Sombre	다크슬라임				
ETC_20150317_000156	Bien que les slimes se ressemblent en apparence, ils varient en espèce selon les matériaux dont ils sont issus.	슬라임은 최종 형태는 비슷해도 원형이 되는 물질의 차이에 따라 다양한 종류가 생깁니다.				
ETC_20150317_000157	Rusrat	러스라트				
ETC_20150317_000158	Ces gardiens furent placés dans de nombreuses tombes, à commencer par le Mausolée Royal de Zachariel le Grand, pour arrêter les intrus. Son nom vient des pilleurs de tombes qui les ont rencontrés.	자카리엘 왕릉을 시점으로 여러 유적에 배치되어 침입자를 처치하면서 도굴꾼들에게 얻은 별명입니다.				
ETC_20150317_000159	Medakia	메다키아				
ETC_20150317_000160	Les Medakia furent créés par les mages de cour pour repousser des intrus plus dangereux que les pilleurs de tombes.	궁정마법사들은 침입자가 단순 도굴꾼이 아닐 때를 대비해 메다키아를 만들었습니다.				
ETC_20150317_000161	Wheelen	휠렌				
ETC_20150317_000162	Le Wheelen est l'une des nombreuses créations magiques faites pour protéger les tombeaux scellés sans surveillant actuel.	밀폐된 유적을 관리자없이 수호하기 위해 다양한 마법피조물이 만들어졌으며 휠렌도 그 한 종류입니다				
ETC_20150317_000163	Wheelen 3	휠렌3				
ETC_20150317_000164	Mauros	마우로스				
ETC_20150317_000165	La cavalerie de pierre du Mausolée Royal est une création magique conçue pour résister même aux chevaliers les plus lourdement armés.	왕릉석기병은 강하고 노련한 중무장 기사도 감당할 정도로 만들어진 마법피조물입니다.				
ETC_20150317_000166	Truffe	트리펠리				
ETC_20150317_000167	Pour des raisons inconnues, ce monstre voue une haine extrême aux humains. Il préfère attaquer les humains plutôt que chasser des proies plus adaptées, ou même se soucier de sa propre survie.	원인은 모르나 인간을 극히 증오하는 몬스터이며 생존이나 먹이보다 인간을 공격하기 좋아합니다.				
ETC_20150317_000168	Trufflelia	트리펠리아				
ETC_20150317_000169	Ronce	브람블				
ETC_20150317_000170	Ego de Ronce	브람블의 분신				
ETC_20150317_000171	Saule pleureur	윌로우				
ETC_20150317_000172	Willowna	윌로우나				
ETC_20150317_000173	Hanaming	하나밍				
ETC_20150317_000174	Les feuilles tombées d'un Hanaming mort se flétrissent rapidement.	하나밍이 죽으며 떨어진 잎은 대개 급속히 시듭니다.				
ETC_20150317_000175	Chupacabra	츄파카브라				
ETC_20150317_000176	Leur nombre a augmenté après le Grand Cataclysme Végétal ; ils ont désormais tendance à disputer leur territoire aux humains.	초목재앙 이후 수가 늘어나면서 인간과 영역을 다투는 경향이 커졌습니다.				
ETC_20150317_000177	Chupacabra Gris	회색 츄파카브라				
ETC_20150317_000178	Grand Chupacabra Gris	대형 회색 츄파카브라				
ETC_20150317_000179	Les Chupacabra se déplacent de façon assez furtive. Cela dit, c'est bien plus dangereux pour les humains en présence de Chupacabra d'élite.	츄파카브라는 은밀하게 움직입니다. 그리고 이 점은 엘리트 츄파카브라의 경우 인간에게 더욱 위험합니다. 	ETC_20150317_000176	Leur nombre a augmenté après le Grand Cataclysme Végétal ; ils ont désormais tendance à disputer leur territoire aux humains.	초목재앙 이후 수가 늘어나면서 인간과 영역을 다투는 경향이 커졌습니다.	
ETC_20150317_000180	Chupacabra Jaune	노란 츄파카브라				
ETC_20150317_000181	Popolion	포포리온				
ETC_20150317_000182	On dit que la voix d'un Popolion peut briser même des bouteilles en verre.	누군가에 의하면 포포리온의 고음은 유리병도 깨뜨릴 수 있다고 합니다.				
ETC_20150317_000183	Sauga	사우가				
ETC_20150317_000184	Saugas	사우가스				
ETC_20150317_000185	Scorpion	스콜피온				
ETC_20150317_000186	Tontulia	톤투리아				
ETC_20150317_000187	Le Tontulia est une mutation plus mobile du Tontus.	톤투스가 활동력을 지니도록 변이한 몬스터입니다.				
ETC_20150317_000188	Tontus	톤투스				
ETC_20150317_000189	Alors que les cactus mutaient en Tontus, la vie des habitants des zones désertiques s'est dégradée.	선인장이 톤투스로 변이되면서 건조한 지역 거주자의 힘든 환경은 더욱 악화되었습니다. 				
ETC_20150317_000190	Vekarabe	베카라베				
ETC_20150317_000191	Comparé à d'autres espèces animales, le Vekarabe n'a pas beaucoup changé de sa forme originale en devenant monstre. Cependant, son agressivité est bel et bien nouvelle.	베카라베는 다른 동물에 비하면 원형 그대로 몬스터화했습니다. 물론 공격성은 예외입니다.				
ETC_20150317_000192	Geppetto	제페토				
ETC_20150317_000193	Le nom de ce monstre correspond à son apparence, mais ne reflète en rien sa nature.	이 몬스터의 명칭은 외양과는 어울리지만, 그 성질은 전혀 반영하지 않고 있습니다.				
ETC_20150317_000194	Boowook	부우크				
ETC_20150317_000195	Les Boowook sont l'un des nombreux systèmes défensifs laissés par Zachariel le Grand dans le Mausolée Royal.	자카리엘이 남긴 왕릉의 수비시설 중의 하나입니다.				
ETC_20150317_000196	Bearkaras	베아카라스				
ETC_20150317_000197	Pino	피노				
ETC_20150317_000198	Le Pino fut ainsi nommé après que ses premiers découvreurs ont remarqué des similitudes avec le Geppetto.	초기 발견자들은 제페토와 피노 사이에 유사성이 있다고 생각해 이런 이름을 붙였습니다.				
ETC_20150317_000199	Insecte-casque	투구벌레				
ETC_20150317_000200	Les monstres qui ont simplement grandi en taille et en agressivité sont un plaisir pour les yeux, du moins comparés à d'autres horreurs de ce monde.	단순히 크기와 공격성만 더 강화된 이런 몬스터는 차라리 안심이 됩니다.				
ETC_20150317_000201	Coliflower	콜리플라워				
ETC_20150317_000202	Bien que ce monstre stationnaire ne soit pas particulièrement hostile envers les humains, il attaque tout de même tous les animaux à sang chaud.	이 고정형 몬스터는 딱히 인간에게 적대적이진 않으나 모든 항온동물을 공격합니다.				
ETC_20150317_000203	Coliflowerr	콜리플라워르				
ETC_20150317_000204	Vikaras	비카라스				
ETC_20150317_000205	Bien qu'initialement créé pour défendre le Mausolée Royal, il a depuis évolué vers un état qui attaque quiconque entre.	기원은 왕릉의 시설물이지만 현재는 모든 생명체를 공격하는 오작동 상태입니다.				
ETC_20150317_000206	Cockatrice	코카트리스				
ETC_20150317_000207	Alors que le Cockatrice normal est assez petit, son souffle et son regard terrifiants peuvent pétrifier instantanément ses ennemis.	작은 크기의 코카트리스입니다. 물론 석화에 주의해야합니다.				
ETC_20150317_000208	Tombdog	툼독				
ETC_20150317_000209	Zinutekas	지누테카스				
ETC_20150317_000210	Bien que leur apparence puisse être confondue avec d'autres monstres similaires, les Zinutekas sont artificiellement construits par magie.	외양이 유사한 다른 몬스터와 혼동되기도 하지만, 이들은 인공적인 마법피조물입니다.				
ETC_20150317_000211	Pokubu	포쿠부				
ETC_20150317_000212	Malgré son apparence, le Pokubu peut être assez féroce.	겉모습이 어떻든 포쿠부는 흉폭한 야수입니다.				
ETC_20150317_000213	Pokubu Gris	회색 포쿠부				
ETC_20150317_000214	Zinutena	지누테나				
ETC_20150317_000215	Lauzinutena	라우지누테나				
ETC_20150317_000216	Dandel	단델				
ETC_20150317_000217	Ce qui est plus effrayant que les poils souples et kératinisés d'un Dandel, c'est sa vitalité et son agressivité.	단델의 솜털이 각질화한 것보다 무서운 것은 늘어난 활동력과 공격성입니다. 				
ETC_20150317_000218	Araignée-bougie	양초거미				
ETC_20150317_000219	Araignée-bougie Bleue	푸른 양초거미				
ETC_20150317_000220	Araignée-bougie Jaune	노란 양초거미				
ETC_20150317_000221	Fleur Cadavre	시체꽃				
ETC_20150317_000222	Fleur Cadavre Bleue	푸른 시체꽃				
ETC_20150317_000223	Fleur Cadavre Verte	초록 시체꽃				
ETC_20150317_000224	Grenouille Ailée	날개 개구리				
ETC_20150317_000225	En raison de son environnement, ce monstre a fini par prendre diverses formes. Celui-ci a évolué pour avoir des ailes.	개구리는 환경에 따라 다양한 형태로 몬스터화 되었는데 이 경우에는 날개를 지니도록 변형되었습니다.				
ETC_20150317_000226	Grenouille Ailée Verte	초록 날개 개구리				
ETC_20150317_000227	Grenouille Ailée Grise	회색 날개 개구리				
ETC_20150317_000228	Hépatique	우산이끼				
ETC_20150317_000229	Hépatique v2	우산이끼v2				
ETC_20150317_000230	Insecte-feuille	잎방개				
ETC_20150317_000231	Malgré leur apparence, ces créatures ne sont pas creuses à l'intérieur.	잎방개의 속은 비어있지 않습니다. 				
ETC_20150317_000232	Insecte-feuille des Catacombes	카타콤 잎방개				
ETC_20150317_000233	Hépatique Royale	킹 우산이끼				
ETC_20150317_000234	Hépatique Infortunée	불길한 킹 우산이끼				
ETC_20150317_000235	Salamion	살라미온				
ETC_20150317_000236	Salindy	살린디				
ETC_20150317_000237	Salun	살룬				
ETC_20150317_000238	Gravegolem	묘지골렘				
ETC_20150317_000239	Créé à l'origine avec de bonnes intentions, le golem vit désormais possédé par une énergie maléfique.	본래는 좋은 의도로 만들어졌으나 지금은 악한 기운에 영향을 받아 움직이는 골렘입니다.				
ETC_20150317_000240	Drake	드레이크				
ETC_20150317_000241	Un démon mineur invoqué par ses supérieurs démoniaques pour envahir les tours.	탑의 공략을 위해 마족들이 마계에서 차출한 하위마족입니다. 				
ETC_20150317_000242	Drake Vert	초록 드레이크				
ETC_20150317_000243	Ces démons mineurs existent en d'innombrables types en raison de leur nombre important.	하급 마족으로 마계에는 이들이 수를 셀 수 없을 정도로 많고 종류도 다양하다고 합니다.				
ETC_20150317_000244	Drake Noir	검은 드레이크				
ETC_20150317_000245	Cette espèce était autrefois assez rare ; cependant, ces derniers temps, leur nombre a fortement augmenté.	이들은 원래 희귀한 생물이었으나 근래 숫자가 늘어났습니다.				
ETC_20150317_000246	Grande Cockatrice	빅 코카트리스				
ETC_20150317_000247	Le Grande Cockatrice est assez dangereux, car son regard et son souffle peuvent pétrifier n'importe quel adversaire. Il ne faut pas prendre cette créature à la légère.	대형 코카트리스입니다. 위험성, 특히 석화위험성은 아무리 강조해도 지나치지 않습니다.				
ETC_20150317_000248	Cockat Vert	초록 코카트				
ETC_20150317_000249	Cockat Rouge	붉은 코카트				
ETC_20150317_000250	Séquoia	세콰이아				
ETC_20150317_000251	Sequoia Bleu	푸른 세콰이아				
ETC_20150317_000252	Corrompu	코럽티드				
ETC_20150317_000253	Corrompu Bleu	푸른 코럽티드				
ETC_20150317_000254	Ver à fourreau	누덕고치				
ETC_20150317_000255	Le nombre de Ver à fourreau n'augmente plus, mais leur population actuelle est suffisante pour ne pas craindre l'extinction.	누덕고치는 더 이상 발생하지는 않지만, 현재 개체수만으로도 멸종을 걱정할 필요가 없는 몬스터입니다. 				
ETC_20150317_000256	Ver à fourreau	누덕고치트				
ETC_20150317_000257	Flamme de Sequoia	세콰이아의 불길				
ETC_20150317_000258	Son corps disparaît si vous vous en éloignez longtemps.	본체에서 오랜 시간 멀어지면 자연히 소멸됩니다.				
ETC_20150317_000259	Vieux Crochet	누덕 갈고리				
ETC_20150317_000260	Il a utilisé son crochet sur un grand monstre pour venir du royaume démoniaque, et a subi beaucoup de changements.	큰 몬스터에게 갈고리를 사용하여 붙어서 마계로부터 넘어온 후 많은 변화를 한 몬스터입니다. 				
ETC_20150317_000261	Arbre Trapu	몽당 나무				
ETC_20150317_000262	Bien qu'il y ait moins d'activités d'exploitation forestière, les monstres issus des souches continuent d'apparaître. Ils semblent formés à partir des résidus de monstres de type Plante.	벌목이 줄었어도 그루터기에서 기인한 이 몬스터는 계속 생깁니다. 수목형 몬스터의 잔재에서 생성이 목격됩니다. 				
ETC_20150317_000263	Gravegolem des Catacombes	카타콤 묘지골렘				
ETC_20150317_000264	Taupe des Racines	뿌리두더쥐				
ETC_20150317_000265	Poiming	포이밍				
ETC_20150317_000266	Taupe de la Racine de l'Arbre	나무뿌리 두더지				
ETC_20150317_000267	ŒIl de Mirtis	미르티스의 눈				
ETC_20150317_000268	ŒIl du Grand Mirtis	대형 미르티스의 눈				
ETC_20150317_000269	Pierre	돌				
ETC_20150317_000270	Bombe d'Extermination des Vubbes	부베 박멸용 폭탄				
ETC_20150317_000271	Bombe à retardement (donjon à score uniquement)	시한폭탄 (스코어던전 전용)				
ETC_20150317_000272	Bombe à Retardement	시한폭탄				
ETC_20150317_000273	Pierre OBB	OBB돌				
ETC_20150317_000274	Mage Masculin	남자 마법사				
ETC_20150317_000275	Mage Féminin	여자 마법사				
ETC_20150317_000276	Sceau Endommagé	파손된 봉인				
ETC_20150317_000277	Symbole du Péché	죄악의 상징				
ETC_20150317_000278	(Temporaire) Dispositif de Contrôle de la Prison	(임시)감옥 통제 장치				
ETC_20150317_000279	Garde Effondré	쓰러진 경비병				
ETC_20150317_000280	Mercenaire	용병				
ETC_20150317_000281	Soldat Fantôme	유령 병사				
ETC_20150317_000282	Déserteur	탈영병				
ETC_20150317_000283	Soldat Dément	광증걸린 전투병				
ETC_20150317_000284	Combattant Ligoté	묶인 전투원				
ETC_20150317_000285	Officier Mercenaire	용병 장교				
ETC_20150317_000286	Condottiere	용병 대장				
ETC_20150317_000287	Mercenaire au Bouclier	방패 용병				
ETC_20150317_000288	Armure Fantôme	유령 갑옷				
ETC_20150317_000289	Grande Armure Fantôme	대형 유령 갑옷				
ETC_20150317_000290	Fantôme Adepte	신도 유령				
ETC_20150317_000291	Fantôme de Garçon	유령 소년				
ETC_20150317_000292	Fantôme de Madame	유령 아줌마				
ETC_20150317_000293	Oncle Fantôme	유령 아저씨				
ETC_20150317_000294	Chef des Fantômes Adeptes	신도 유령 수장				
